ts,t,h
"1488607977","21.9","45.2"
"1488608278","21.9","45.2"
"1488608579","21.9","45.2"
"1488609182","21.9","45.2"
"1488609482","21.9","45.1"
"1488609784","21.9","45.1"
"1488610085","22.0","45.1"
"1488610387","22.0","45.3"
"1488610688","22.0","45.2"
"1488610989","22.0","45.1"
"1488611290","22.1","45.3"
"1488611591","22.1","45.4"
"1488611891","22.1","45.3"
"1488612192","22.1","45.3"
"1488612493","22.1","45.2"
"1488612793","22.2","45.2"
"1488613094","22.2","45.1"
"1488613395","22.2","45.1"
"1488613696","22.2","45.0"
"1488613996","22.2","45.0"
"1488614297","22.3","45.1"
"1488614598","22.3","45.0"
"1488614899","22.3","45.0"
"1488615200","22.2","45.0"
"1488615500","22.3","45.0"
"1488615801","22.3","45.1"
"1488616101","22.2","45.1"
"1488616402","22.2","45.1"
"1488616703","22.2","45.2"
"1488617305","22.2","45.1"
"1488617607","22.2","45.0"
"1488617908","22.3","45.1"
"1488618209","22.3","45.1"
"1488618510","22.3","45.1"
"1488618811","22.3","45.1"
"1488619414","21.9","39.0"
"1488619714","21.9","38.9"
"1488620015","21.7","39.1"
"1488620316","21.7","38.7"
"1488620616","21.7","39.0"
"1488620917","21.7","38.9"
"1488621217","21.6","38.9"
"1488621518","21.6","38.5"
"1488621819","21.6","38.2"
"1488622121","21.7","39.6"
"1488622422","22.0","41.0"
"1488622722","22.0","41.0"
"1488623023","22.2","41.2"
"1488623324","22.1","41.1"
"1488623625","22.2","41.7"
"1488623926","22.2","41.7"
"1488624227","22.2","41.7"
"1488624527","22.2","41.7"
"1488624828","22.2","41.9"
"1488625129","22.3","42.2"
"1488625429","22.4","42.0"
"1488625730","22.5","42.1"
"1488626031","22.8","41.8"
"1488626634","23.0","42.0"
"1488626936","23.1","41.9"
"1488627237","23.2","41.9"
"1488627538","23.2","41.9"
"1488627839","23.3","41.8"
"1488628441","23.4","41.7"
"1488628743","23.4","41.6"
"1488629043","23.4","41.6"
"1488629344","23.4","41.7"
"1488629645","23.4","41.7"
"1488629947","23.4","41.6"
"1488630247","23.4","41.6"
"1488630549","23.4","41.6"
"1488630849","23.4","41.6"
"1488631150","23.4","41.6"
"1488631451","23.4","41.6"
"1488631752","23.4","41.5"
"1488632052","23.4","41.4"
"1488632353","23.5","41.7"
"1488632956","23.4","41.8"
"1488633559","23.4","41.9"
"1488633859","23.2","39.0"
"1488634160","23.0","38.4"
"1488634461","22.8","37.1"
"1488634762","22.8","37.1"
"1488635063","22.8","36.1"
"1488635666","22.7","36.2"
"1488635968","22.7","35.6"
"1488636269","22.6","34.9"
"1488636569","22.6","34.9"
"1488636870","22.6","36.1"
"1488637171","22.6","36.1"
"1488637472","22.6","35.1"
"1488637772","22.5","35.1"
"1488638074","22.5","34.8"
"1488638375","22.5","34.6"
"1488638676","22.4","34.5"
"1488638976","22.4","34.5"
"1488639277","22.4","34.6"
"1488639879","22.7","37.0"
"1488640180","22.8","37.3"
"1488640481","22.8","37.7"
"1488640782","22.8","37.9"
"1488641083","22.8","37.9"
"1488641385","22.8","38.4"
"1488641687","22.8","38.3"
"1488641989","22.8","38.5"
"1488642289","22.8","38.5"
"1488642591","22.8","38.8"
"1488642891","22.8","38.8"
"1488643193","22.8","38.9"
"1488643494","22.8","38.9"
"1488643795","22.8","39.2"
"1488644095","22.8","39.2"
"1488644396","22.8","39.3"
"1488644697","22.9","39.4"
"1488644997","22.8","39.3"
"1488645298","22.8","39.6"
"1488645599","23.2","38.8"
"1488645901","23.1","38.8"
"1488646202","23.1","39.0"
"1488646502","23.2","39.1"
"1488646803","23.1","39.2"
"1488647105","23.1","39.1"
"1488647406","23.1","39.2"
"1488647707","23.2","39.3"
"1488648007","23.2","39.3"
"1488648308","23.2","39.3"
"1488648608","23.2","39.4"
"1488648909","23.1","39.6"
"1488649210","23.1","39.6"
"1488649511","23.2","39.5"
"1488649811","23.2","39.6"
"1488650112","23.1","39.6"
"1488650413","23.1","39.9"
"1488650714","23.1","39.8"
"1488651015","23.1","39.8"
"1488651316","23.2","39.6"
"1488651617","23.2","39.6"
"1488651917","23.2","40.0"
"1488652219","23.1","40.1"
"1488652519","23.1","40.1"
"1488652821","23.1","40.6"
"1488653121","23.1","40.6"
"1488653422","23.1","40.8"
"1488653722","23.1","40.8"
"1488654023","23.0","41.1"
"1488654324","23.0","41.1"
"1488654625","23.0","41.3"
"1488655228","22.9","41.4"
"1488655528","23.0","41.6"
"1488655829","23.0","41.6"
"1488656130","22.9","41.7"
"1488656431","22.9","41.8"
"1488656733","22.9","42.0"
"1488657034","22.9","42.0"
"1488657334","22.9","42.0"
"1488657635","22.9","42.1"
"1488657935","22.9","42.1"
"1488658236","22.9","42.2"
"1488658537","22.9","42.4"
"1488658838","22.9","42.3"
"1488659138","22.9","42.4"
"1488659439","22.9","42.5"
"1488659740","22.9","42.5"
"1488660042","22.9","42.6"
"1488660342","22.8","42.6"
"1488660945","22.8","42.6"
"1488661245","22.8","42.7"
"1488661546","22.8","42.8"
"1488661846","22.8","42.8"
"1488662147","22.8","42.9"
"1488662447","22.8","42.9"
"1488662749","22.8","42.9"
"1488663049","22.8","42.9"
"1488663350","22.8","42.9"
"1488663651","22.8","42.9"
"1488663951","22.8","43.0"
"1488664253","22.8","42.3"
"1488664554","22.8","43.0"
"1488664855","22.8","43.1"
"1488665156","22.7","43.0"
"1488665457","22.7","43.0"
"1488665758","22.7","43.0"
"1488666059","22.7","43.0"
"1488666359","22.7","43.0"
"1488666660","22.7","43.1"
"1488666961","22.7","43.1"
"1488667261","22.7","43.0"
"1488667562","22.7","43.1"
"1488667863","22.7","43.1"
"1488668164","22.7","43.1"
"1488668465","22.7","43.1"
"1488668765","22.7","43.1"
"1488669066","22.7","43.0"
"1488669366","22.7","43.1"
"1488669667","22.7","43.1"
"1488669967","22.6","43.0"
"1488670268","22.7","43.1"
"1488670569","22.7","43.0"
"1488670869","22.7","42.9"
"1488671170","22.6","42.9"
"1488671471","22.6","42.9"
"1488671772","22.6","42.9"
"1488672072","22.6","42.8"
"1488672373","22.6","42.8"
"1488672673","22.6","42.9"
"1488672975","22.7","42.7"
"1488673276","22.7","42.6"
"1488673576","22.7","42.7"
"1488673877","22.7","42.8"
"1488674178","22.7","42.8"
"1488674478","22.7","42.8"
"1488674779","22.7","42.8"
"1488675079","22.7","42.9"
"1488675380","22.8","42.8"
"1488675681","22.8","42.8"
"1488675983","22.7","42.9"
"1488676283","22.7","42.9"
"1488676585","22.8","42.8"
"1488676885","22.8","42.7"
"1488677186","22.8","42.9"
"1488677486","22.7","43.0"
"1488677788","22.7","43.1"
"1488678090","22.7","43.2"
"1488678390","22.7","43.2"
"1488678691","22.7","43.0"
"1488678991","22.7","43.2"
"1488679292","22.7","43.2"
"1488679594","22.7","43.1"
"1488679894","22.7","43.1"
"1488680195","22.7","43.2"
"1488680495","22.7","43.1"
"1488680796","22.7","43.2"
"1488681097","22.6","43.2"
"1488681397","22.6","43.2"
"1488681698","22.6","43.1"
"1488681999","22.6","43.2"
"1488682300","22.6","43.2"
"1488682601","22.6","43.1"
"1488682901","22.6","43.0"
"1488683202","22.6","43.2"
"1488683503","22.6","43.2"
"1488683804","22.6","43.2"
"1488684105","22.5","43.1"
"1488684406","22.6","43.4"
"1488684707","22.6","43.3"
"1488685007","22.5","43.2"
"1488685308","22.6","43.4"
"1488685609","22.6","43.5"
"1488685910","22.5","43.5"
"1488686211","22.5","43.5"
"1488686511","22.5","43.7"
"1488686812","22.5","43.6"
"1488687113","22.5","43.6"
"1488687414","22.5","43.5"
"1488687714","22.5","43.6"
"1488688015","22.5","43.5"
"1488688316","22.5","43.5"
"1488688616","22.5","43.7"
"1488688917","22.5","43.7"
"1488689218","22.5","43.6"
"1488689519","22.5","43.8"
"1488689820","22.4","43.8"
"1488690121","22.5","43.8"
"1488690421","22.4","43.8"
"1488690722","22.5","43.9"
"1488691022","22.4","43.9"
"1488691323","22.4","43.7"
"1488691624","22.4","43.8"
"1488691925","22.4","43.8"
"1488692226","22.5","43.9"
"1488692527","22.5","43.9"
"1488692827","22.4","43.9"
"1488693128","22.4","44.1"
"1488693429","22.4","44.0"
"1488693730","22.4","44.1"
"1488694030","22.4","44.1"
"1488694331","22.5","44.1"
"1488694632","22.4","44.0"
"1488694933","22.4","44.1"
"1488695233","22.4","44.1"
"1488695836","22.4","44.1"
"1488696138","22.4","44.0"
"1488696439","22.4","44.0"
"1488696739","22.4","44.1"
"1488697041","22.4","44.2"
"1488697341","22.4","44.2"
"1488697642","22.4","44.2"
"1488697943","22.4","44.3"
"1488698243","22.4","44.3"
"1488698544","22.4","44.4"
"1488698845","22.4","44.4"
"1488699147","22.4","44.5"
"1488699448","22.4","44.5"
"1488699748","22.4","44.4"
"1488700049","22.4","44.3"
"1488700350","22.4","44.3"
"1488700651","22.4","44.4"
"1488700952","22.4","44.3"
"1488701253","22.4","44.2"
"1488701554","22.4","44.2"
"1488701855","22.4","44.2"
"1488702155","22.4","44.1"
"1488702456","22.4","44.2"
"1488702757","22.4","44.3"
"1488703058","22.5","44.3"
"1488703358","22.4","44.3"
"1488703659","22.4","44.1"
"1488703960","22.4","44.2"
"1488704262","22.4","44.2"
"1488704562","22.4","44.2"
"1488704863","22.4","44.4"
"1488705163","22.4","44.3"
"1488705464","22.4","44.3"
"1488705765","22.4","44.2"
"1488706066","22.4","44.2"
"1488706367","22.4","44.2"
"1488706667","22.4","44.2"
"1488706968","22.4","31.4"
"1488707269","22.4","44.2"
"1488707569","22.4","44.3"
"1488707870","22.4","44.3"
"1488708171","22.4","44.3"
"1488708472","22.4","44.3"
"1488708773","22.4","44.4"
"1488709073","22.4","44.3"
"1488709375","22.4","44.2"
"1488709675","22.4","44.2"
"1488709976","22.4","44.3"
"1488710277","22.4","44.4"
"1488710577","22.4","44.5"
"1488710879","22.4","44.4"
"1488711180","22.5","44.2"
"1488711481","22.6","43.8"
"1488711782","22.7","43.8"
"1488712083","22.9","43.6"
"1488712385","23.0","43.4"
"1488712686","23.2","43.2"
"1488712986","23.2","43.2"
"1488713287","23.3","43.0"
"1488713589","23.5","42.7"
"1488713890","23.6","42.7"
"1488714191","23.7","42.6"
"1488714492","23.8","41.8"
"1488714793","24.0","41.4"
"1488715094","24.0","42.3"
"1488715394","24.1","42.1"
"1488715696","24.2","42.1"
"1488715997","24.2","42.1"
"1488716297","24.3","42.3"
"1488716598","24.2","42.3"
"1488716899","24.1","42.4"
"1488717200","24.1","42.4"
"1488717501","24.1","42.4"
"1488717802","24.1","42.4"
"1488718102","24.1","42.4"
"1488718403","24.0","42.5"
"1488718704","24.0","42.6"
"1488719004","23.9","42.8"
"1488719305","23.9","42.9"
"1488719605","23.9","42.8"
"1488719906","23.9","42.9"
"1488720207","23.8","43.0"
"1488720508","23.8","43.0"
"1488720809","23.8","42.9"
"1488721110","23.8","43.0"
"1488721410","23.8","42.9"
"1488721712","23.8","42.8"
"1488722013","23.8","42.8"
"1488722618","23.7","43.1"
"1488722919","23.7","43.0"
"1488723221","23.7","43.3"
"1488723522","23.7","43.3"
"1488723822","23.8","43.1"
"1488724123","23.7","43.1"
"1488724727","23.6","43.2"
"1488725027","23.7","43.3"
"1488725328","23.7","43.3"
"1488725629","23.6","43.5"
"1488725930","23.6","43.5"
"1488726231","23.6","43.5"
"1488726532","23.6","43.6"
"1488726833","23.6","43.6"
"1488727134","23.5","43.5"
"1488727435","23.5","43.8"
"1488728037","23.5","43.7"
"1488728339","23.4","43.7"
"1488728640","23.4","43.7"
"1488728941","23.4","43.7"
"1488729242","23.4","43.9"
"1488729543","23.4","43.9"
"1488729845","23.4","43.9"
"1488730146","23.4","44.0"
"1488730447","23.4","44.0"
"1488730748","23.4","43.9"
"1488731049","23.4","44.6"
"1488731349","23.4","44.6"
"1488731952","23.4","45.1"
"1488732253","23.4","45.3"
"1488732554","23.4","45.6"
"1488732856","23.4","45.6"
"1488733156","23.4","45.7"
"1488733457","23.3","45.9"
"1488733757","23.4","46.1"
"1488734058","23.5","46.5"
"1488734359","23.3","47.0"
"1488734659","23.4","46.9"
"1488734960","23.3","47.0"
"1488735260","23.0","44.9"
"1488735562","22.5","45.0"
"1488735863","22.5","45.0"
"1488736164","22.5","45.0"
"1488736466","22.3","44.8"
"1488736766","22.3","44.8"
"1488737067","22.3","45.3"
"1488737368","22.7","46.3"
"1488737668","22.9","46.1"
"1488737969","22.9","46.2"
"1488738270","22.9","46.1"
"1488738570","22.9","46.1"
"1488738872","23.0","46.4"
"1488739173","23.0","46.4"
"1488739474","23.0","46.4"
"1488739774","23.1","46.5"
"1488740075","23.0","46.6"
"1488740376","23.0","46.6"
"1488740979","23.0","46.8"
"1488741280","23.0","46.7"
"1488741580","23.1","46.8"
"1488741881","23.0","47.0"
"1488742181","23.1","46.9"
"1488742482","23.0","46.7"
"1488742783","23.0","46.8"
"1488743085","23.0","46.8"
"1488743386","23.0","46.8"
"1488743687","23.0","47.1"
"1488743987","23.0","47.1"
"1488744288","23.0","47.2"
"1488744589","23.0","47.2"
"1488744889","23.1","47.3"
"1488745190","23.0","47.2"
"1488745491","23.0","47.3"
"1488745792","23.0","47.3"
"1488746094","23.0","47.4"
"1488746394","23.0","47.4"
"1488746695","23.1","47.4"
"1488746996","23.1","47.5"
"1488747298","23.1","47.4"
"1488747600","23.2","47.5"
"1488747901","23.2","47.4"
"1488748202","23.1","47.4"
"1488748503","23.1","47.4"
"1488749109","23.2","47.4"
"1488749712","23.3","47.3"
"1488750012","23.2","47.5"
"1488750313","23.3","47.2"
"1488750614","23.3","47.1"
"1488751217","23.3","47.0"
"1488751518","23.3","47.0"
"1488751819","23.2","47.2"
"1488752120","23.2","47.2"
"1488752420","23.2","47.1"
"1488752721","23.3","47.2"
"1488753022","23.3","47.1"
"1488753323","23.2","47.1"
"1488753623","23.2","47.1"
"1488753924","23.3","47.1"
"1488754226","23.2","47.1"
"1488754527","23.2","47.1"
"1488754828","23.2","47.3"
"1488755129","23.2","47.2"
"1488755431","23.2","47.3"
"1488755731","23.2","47.3"
"1488756334","23.1","45.5"
"1488756635","22.1","45.3"
"1488756936","22.1","45.3"
"1488757236","22.0","45.1"
"1488757537","22.1","46.7"
"1488757838","22.5","46.9"
"1488758138","22.6","46.6"
"1488758439","22.7","46.5"
"1488758739","22.7","46.6"
"1488759040","22.7","46.7"
"1488759342","22.7","46.8"
"1488759644","22.7","46.8"
"1488759945","22.7","46.9"
"1488760247","22.7","46.8"
"1488760547","22.7","46.8"
"1488760848","22.7","46.9"
"1488761150","22.7","47.0"
"1488761451","22.7","47.0"
"1488761752","22.7","47.0"
"1488762052","22.7","47.0"
"1488762353","22.7","47.1"
"1488762653","22.7","47.1"
"1488762954","22.6","47.0"
"1488763255","22.7","47.2"
"1488763556","22.6","47.1"
"1488763856","22.7","47.2"
"1488764157","22.6","47.1"
"1488764457","22.6","47.1"
"1488764758","22.6","47.0"
"1488765059","22.6","47.1"
"1488765359","22.7","47.1"
"1488765660","22.6","47.2"
"1488765960","22.6","47.2"
"1488766261","22.7","47.2"
"1488766562","22.6","47.2"
"1488766862","22.6","47.1"
"1488767163","22.6","47.0"
"1488767464","22.6","47.0"
"1488767765","22.6","46.2"
"1488768066","22.6","47.1"
"1488768367","22.6","47.1"
"1488768667","22.6","47.1"
"1488768968","22.6","47.2"
"1488769269","22.6","47.1"
"1488769569","22.6","47.0"
"1488769870","22.6","47.1"
"1488770170","22.6","47.1"
"1488770471","22.5","47.1"
"1488770772","22.6","47.3"
"1488771072","22.5","47.2"
"1488771373","22.5","47.2"
"1488771674","22.5","47.2"
"1488772278","22.5","47.4"
"1488772579","22.5","47.2"
"1488772881","22.5","47.3"
"1488773182","22.5","47.4"
"1488773482","22.5","47.3"
"1488773783","22.5","47.5"
"1488774084","22.5","47.3"
"1488774385","22.5","47.3"
"1488774686","22.5","47.5"
"1488774988","22.5","47.6"
"1488775288","22.5","47.5"
"1488775589","22.5","47.4"
"1488775889","22.5","47.4"
"1488776190","22.5","47.4"
"1488776491","22.5","47.4"
"1488776792","22.5","47.4"
"1488777093","22.4","47.3"
"1488777394","22.4","47.3"
"1488777695","22.4","47.2"
"1488777996","22.5","47.2"
"1488778297","22.5","47.2"
"1488778597","22.5","47.1"
"1488779200","22.4","47.1"
"1488779501","22.4","47.2"
"1488779801","22.4","47.2"
"1488780103","22.4","47.1"
"1488780403","22.4","47.1"
"1488780704","22.4","47.1"
"1488781005","22.4","47.1"
"1488781305","22.4","47.1"
"1488781606","22.4","47.2"
"1488781906","22.4","47.4"
"1488782207","22.4","47.4"
"1488782509","22.4","47.1"
"1488782810","22.4","47.1"
"1488783110","22.4","47.1"
"1488783411","22.4","47.1"
"1488783712","22.4","47.0"
"1488784013","22.4","47.0"
"1488784314","22.4","47.2"
"1488784615","22.4","47.1"
"1488784916","22.4","47.1"
"1488785216","22.4","47.4"
"1488785518","22.4","47.2"
"1488785819","22.4","47.2"
"1488786120","22.4","46.7"
"1488786421","22.4","46.7"
"1488786723","22.4","47.1"
"1488787023","22.4","47.1"
"1488787324","22.4","48.3"
"1488787625","22.4","48.3"
"1488787926","22.4","48.2"
"1488788227","22.4","48.2"
"1488788528","22.5","48.0"
"1488788829","22.4","48.1"
"1488789131","22.4","47.2"
"1488789432","22.4","48.1"
"1488789733","22.4","48.1"
"1488790035","22.4","47.9"
"1488790638","22.5","47.9"
"1488790939","22.4","47.9"
"1488791239","22.5","47.8"
"1488791540","22.5","47.7"
"1488791840","22.5","47.6"
"1488792141","22.5","47.6"
"1488792442","22.5","47.4"
"1488792742","22.5","47.4"
"1488793043","22.5","47.5"
"1488793343","22.5","47.4"
"1488793644","22.5","47.4"
"1488793945","22.5","47.3"
"1488794247","22.5","47.3"
"1488794547","22.5","47.3"
"1488794848","22.5","47.4"
"1488795149","22.5","47.4"
"1488795450","22.5","47.8"
"1488795751","22.5","47.6"
"1488796052","22.5","47.6"
"1488796353","22.5","47.6"
"1488796654","22.5","47.4"
"1488796955","22.5","47.4"
"1488797257","22.5","47.4"
"1488797558","22.5","47.4"
"1488797858","22.5","47.3"
"1488798160","22.5","47.2"
"1488798461","22.6","47.3"
"1488798762","22.5","47.2"
"1488799062","22.5","47.3"
"1488799363","22.5","47.2"
"1488799664","22.6","47.3"
"1488799964","22.6","47.3"
"1488800265","22.6","47.2"
"1488800566","22.6","47.2"
"1488800866","22.6","47.1"
"1488801167","22.6","47.1"
"1488801467","22.6","47.0"
"1488802070","22.6","46.9"
"1488802673","22.6","46.9"
"1488802973","22.6","47.0"
"1488803274","22.6","46.9"
"1488803576","22.6","46.8"
"1488803876","22.6","46.8"
"1488804177","22.6","46.9"
"1488804478","22.6","46.8"
"1488804779","22.5","46.7"
"1488805080","22.6","46.8"
"1488805381","22.6","46.7"
"1488805681","22.6","46.7"
"1488805982","22.5","46.7"
"1488806283","22.5","46.7"
"1488806584","22.6","46.7"
"1488806885","22.6","46.7"
"1488807185","22.6","46.7"
"1488807486","22.6","46.6"
"1488807786","22.5","46.5"
"1488808087","22.5","46.4"
"1488808388","22.5","46.5"
"1488808689","22.6","46.5"
"1488808989","22.5","46.4"
"1488809290","22.5","46.4"
"1488809590","22.5","46.4"
"1488809891","22.5","46.3"
"1488810192","22.6","46.4"
"1488810494","22.5","46.3"
"1488810795","22.5","46.4"
"1488811095","22.5","46.4"
"1488811396","22.5","46.3"
"1488811696","22.5","46.3"
"1488811997","22.5","46.4"
"1488812299","22.5","46.2"
"1488812600","22.5","46.2"
"1488812900","22.5","46.2"
"1488813201","22.5","46.1"
"1488813502","22.5","45.9"
"1488813803","22.5","45.8"
"1488814104","22.4","45.9"
"1488814405","22.4","45.9"
"1488814706","22.4","45.9"
"1488815006","22.4","45.8"
"1488815307","22.4","45.7"
"1488815608","22.4","45.5"
"1488815908","22.4","45.6"
"1488816210","22.4","45.5"
"1488816812","22.4","45.4"
"1488817114","22.4","45.4"
"1488817415","22.4","45.3"
"1488817716","22.4","45.3"
"1488818018","22.4","45.3"
"1488818318","22.4","45.3"
"1488818619","22.4","45.2"
"1488818920","22.4","45.2"
"1488819221","22.4","45.2"
"1488819521","22.4","45.2"
"1488819822","22.4","45.1"
"1488820122","22.4","45.2"
"1488820423","22.4","45.0"
"1488820724","22.5","45.0"
"1488821025","22.5","45.1"
"1488821326","22.5","45.1"
"1488821627","22.6","45.0"
"1488821928","22.5","44.9"
"1488822229","22.4","45.0"
"1488822530","22.4","45.0"
"1488822831","22.4","45.2"
"1488823132","22.5","45.1"
"1488823432","22.4","45.1"
"1488823733","22.4","45.4"
"1488824034","22.4","45.4"
"1488824638","22.5","45.7"
"1488824938","22.5","45.7"
"1488825239","22.6","45.8"
"1488825540","22.6","45.6"
"1488825841","22.5","45.8"
"1488826143","22.5","45.9"
"1488826443","22.5","45.9"
"1488826744","22.4","46.0"
"1488827045","22.4","46.0"
"1488827345","22.4","46.0"
"1488827646","22.4","46.0"
"1488827946","22.4","46.0"
"1488828247","22.3","45.8"
"1488828547","22.4","45.7"
"1488828848","22.4","45.7"
"1488829149","22.4","45.7"
"1488829450","22.3","45.6"
"1488829750","22.3","45.7"
"1488830051","22.3","45.5"
"1488830352","22.3","45.5"
"1488830653","22.3","45.6"
"1488830954","22.3","45.5"
"1488831254","22.3","45.5"
"1488831555","22.3","45.5"
"1488831855","22.3","45.3"
"1488832458","22.3","45.3"
"1488832759","22.3","45.4"
"1488833061","22.3","45.3"
"1488833361","22.3","45.4"
"1488833662","22.3","45.4"
"1488833962","22.2","45.4"
"1488834263","22.3","45.3"
"1488834564","22.3","45.3"
"1488834864","22.2","45.4"
"1488835165","22.3","45.3"
"1488835466","22.4","45.2"
"1488835766","22.4","45.3"
"1488836067","22.5","45.0"
"1488836367","22.4","45.2"
"1488836669","22.3","45.2"
"1488836970","22.3","45.2"
"1488837271","22.3","45.3"
"1488837572","22.3","45.4"
"1488837872","22.3","45.4"
"1488838173","22.4","45.3"
"1488838474","22.4","45.2"
"1488838775","22.4","45.1"
"1488839075","22.4","45.1"
"1488839376","22.4","45.0"
"1488839676","22.4","45.0"
"1488839978","22.4","45.2"
"1488840280","22.3","45.1"
"1488840580","22.3","45.1"
"1488840881","22.4","45.3"
"1488841183","22.3","45.2"
"1488841484","22.3","45.2"
"1488841786","22.4","45.0"
"1488842088","22.4","45.1"
"1488842389","22.4","45.1"
"1488842690","22.3","44.9"
"1488842991","22.3","44.9"
"1488843292","22.4","44.9"
"1488843592","22.3","44.9"
"1488843893","21.6","40.8"
"1488844194","21.6","40.8"
"1488844495","21.0","40.9"
"1488844796","20.9","40.4"
"1488845097","20.8","40.3"
"1488845398","20.8","40.6"
"1488845699","20.8","40.6"
"1488846000","21.5","43.0"
"1488846300","21.7","42.9"
"1488846602","21.8","43.0"
"1488846903","21.8","43.0"
"1488847204","21.8","43.0"
"1488847504","21.8","43.1"
"1488848107","21.9","43.3"
"1488848407","21.9","43.5"
"1488848709","21.9","43.5"
"1488849010","21.9","43.5"
"1488849310","22.0","43.6"
"1488849611","21.9","43.6"
"1488849912","21.9","43.7"
"1488850212","21.9","43.8"
"1488850513","21.9","43.6"
"1488850814","22.0","43.8"
"1488851115","21.9","43.8"
"1488851416","21.9","43.4"
"1488851718","21.9","43.5"
"1488852018","21.9","43.4"
"1488852319","21.9","43.6"
"1488852620","21.9","43.8"
"1488852921","21.9","43.5"
"1488853222","21.9","43.7"
"1488853523","21.9","43.7"
"1488853823","21.9","43.7"
"1488854124","21.9","43.8"
"1488854425","21.9","43.8"
"1488854726","21.9","43.7"
"1488855026","21.9","43.7"
"1488855327","21.9","43.8"
"1488855628","21.9","43.9"
"1488856231","21.8","43.8"
"1488856531","21.8","43.8"
"1488856833","21.8","43.9"
"1488857134","21.8","43.8"
"1488857737","21.8","43.8"
"1488858039","21.8","43.8"
"1488858340","21.8","43.8"
"1488858641","21.8","43.8"
"1488858943","21.8","43.8"
"1488859243","21.8","43.8"
"1488859544","22.0","44.0"
"1488859845","22.0","43.9"
"1488860145","22.1","43.9"
"1488860749","22.4","43.9"
"1488861049","22.3","43.7"
"1488861350","22.4","43.9"
"1488861652","22.6","43.8"
"1488861952","22.6","43.8"
"1488862254","22.8","43.6"
"1488862554","22.8","43.6"
"1488862855","22.9","43.6"
"1488863156","23.0","43.5"
"1488863457","23.1","42.5"
"1488863758","23.1","43.3"
"1488864059","23.2","43.3"
"1488864360","23.3","43.2"
"1488864660","23.3","43.1"
"1488864961","23.4","43.2"
"1488865262","23.3","43.2"
"1488865562","23.3","43.4"
"1488865864","23.2","43.4"
"1488866165","23.3","43.5"
"1488866466","23.2","43.6"
"1488866766","23.2","43.6"
"1488867067","23.2","43.6"
"1488867367","23.2","43.5"
"1488867668","23.2","43.5"
"1488867969","23.2","43.6"
"1488868269","23.1","43.5"
"1488868570","23.1","43.5"
"1488868871","23.1","43.5"
"1488869171","23.1","43.6"
"1488869472","23.1","43.6"
"1488869773","23.1","43.7"
"1488870074","23.0","43.6"
"1488870374","23.0","43.7"
"1488870675","23.0","43.6"
"1488870975","23.1","43.8"
"1488871277","23.1","43.7"
"1488871578","23.1","43.7"
"1488871879","23.0","43.8"
"1488872179","23.0","43.8"
"1488872480","23.1","44.0"
"1488872780","23.2","44.6"
"1488873081","23.0","45.0"
"1488873382","23.0","45.0"
"1488873684","22.9","45.3"
"1488873984","22.9","45.3"
"1488874285","22.9","45.5"
"1488874585","22.9","45.6"
"1488874886","22.9","45.6"
"1488875186","22.9","45.6"
"1488875488","22.9","45.5"
"1488875789","23.0","45.5"
"1488876090","22.9","45.4"
"1488876391","23.0","45.5"
"1488876691","23.0","45.2"
"1488876992","23.0","45.1"
"1488877292","23.0","45.2"
"1488877593","23.0","45.3"
"1488877894","22.9","45.3"
"1488878196","22.9","45.3"
"1488878497","22.9","45.3"
"1488878797","22.9","45.3"
"1488879098","22.9","45.3"
"1488879398","22.9","45.2"
"1488879701","22.9","45.3"
"1488880001","22.9","45.3"
"1488880302","22.9","45.3"
"1488880602","22.9","45.3"
"1488880903","22.9","45.3"
"1488881204","22.9","45.3"
"1488881504","22.9","45.3"
"1488881806","22.9","45.1"
"1488882106","22.9","45.0"
"1488882407","22.9","44.9"
"1488882707","22.9","45.0"
"1488883008","22.8","44.9"
"1488883309","22.8","45.0"
"1488883913","22.9","45.0"
"1488884215","22.9","45.0"
"1488884515","22.9","45.0"
"1488884816","22.8","45.1"
"1488885117","22.9","45.1"
"1488885418","22.9","45.0"
"1488885719","22.9","45.0"
"1488886020","22.9","44.9"
"1488886321","22.9","44.9"
"1488886621","22.9","44.9"
"1488886922","22.9","44.8"
"1488887223","22.9","44.8"
"1488887525","22.9","44.7"
"1488887826","22.9","44.7"
"1488888126","22.9","44.8"
"1488888427","22.9","44.8"
"1488888728","3.7","38.4"
"1488889028","22.9","44.8"
"1488889329","22.9","44.8"
"1488889629","22.9","44.8"
"1488889930","22.9","44.8"
"1488890230","22.9","44.8"
"1488890532","22.8","44.7"
"1488890834","22.9","44.7"
"1488891135","22.8","44.7"
"1488891436","22.8","44.7"
"1488891736","22.9","44.8"
"1488892037","22.9","44.7"
"1488892338","22.9","44.7"
"1488892638","22.8","44.6"
"1488892939","22.9","44.6"
"1488893239","22.9","44.6"
"1488893540","22.8","44.6"
"1488893841","22.8","44.6"
"1488894141","22.8","44.5"
"1488894442","22.8","44.5"
"1488894742","22.8","44.6"
"1488895043","22.8","44.5"
"1488895344","22.8","44.5"
"1488895645","22.8","44.4"
"1488895945","22.8","44.5"
"1488896246","22.8","44.5"
"1488896546","22.8","44.5"
"1488896847","22.7","44.5"
"1488897148","22.8","44.5"
"1488897448","22.7","44.3"
"1488897749","22.8","44.3"
"1488898049","22.7","44.2"
"1488898350","22.7","44.2"
