ts,t,h
"1488898651","22.7","44.2"
"1488898951","22.7","44.2"
"1488899252","22.7","44.2"
"1488899553","22.7","44.2"
"1488900156","22.7","44.1"
"1488900457","22.7","44.0"
"1488900757","22.7","44.0"
"1488901058","22.7","44.1"
"1488901359","22.7","44.2"
"1488901661","22.6","44.1"
"1488901962","22.6","44.1"
"1488902263","22.6","44.1"
"1488902563","22.6","44.1"
"1488902864","22.6","44.1"
"1488903166","22.6","43.9"
"1488903467","22.6","43.9"
"1488903767","22.6","43.9"
"1488904068","22.5","43.9"
"1488904369","22.5","43.9"
"1488905274","22.5","43.7"
"1488905574","22.6","43.9"
"1488905875","22.5","43.8"
"1488906176","22.7","43.5"
"1488906476","22.7","43.6"
"1488906777","22.6","43.9"
"1488907078","22.6","43.9"
"1488907379","22.6","43.9"
"1488907679","22.6","43.9"
"1488907980","22.8","43.8"
"1488908281","22.8","43.8"
"1488908583","23.0","43.7"
"1488908883","23.1","42.7"
"1488909184","23.1","43.3"
"1488909787","23.4","43.3"
"1488910088","23.4","43.3"
"1488910388","23.5","43.2"
"1488910690","23.6","43.2"
"1488910991","23.6","17.6"
"1488911292","23.9","42.9"
"1488911592","23.8","42.8"
"1488911893","23.8","42.8"
"1488912195","23.7","42.8"
"1488912496","23.7","42.9"
"1488912797","23.7","42.9"
"1488913097","23.8","43.0"
"1488913399","23.7","43.4"
"1488913701","23.6","43.5"
"1488914303","23.6","43.5"
"1488914604","23.6","43.5"
"1488914904","23.6","43.6"
"1488915205","23.5","43.5"
"1488915506","23.5","43.6"
"1488915807","23.5","43.8"
"1488916107","23.5","43.8"
"1488916408","23.4","43.8"
"1488916708","23.4","43.7"
"1488917009","23.4","43.8"
"1488917310","23.4","43.8"
"1488917611","23.4","43.9"
"1488917911","23.4","44.0"
"1488918212","23.4","44.1"
"1488918513","23.3","44.1"
"1488918813","23.3","44.1"
"1488919114","23.4","44.1"
"1488919415","23.3","44.0"
"1488919715","23.3","43.9"
"1488920017","23.3","44.0"
"1488920317","23.3","43.9"
"1488920618","23.3","43.7"
"1488920919","23.3","43.7"
"1488921220","23.3","43.7"
"1488921521","23.3","43.7"
"1488921822","23.3","44.0"
"1488922124","23.2","44.0"
"1488922425","23.3","44.0"
"1488922725","23.2","43.9"
"1488923026","23.3","44.0"
"1488923326","23.3","44.0"
"1488923628","23.3","43.9"
"1488923929","23.3","43.9"
"1488924229","23.3","44.0"
"1488924531","23.3","43.7"
"1488924833","23.3","44.0"
"1488925439","23.2","43.9"
"1488926651","23.2","43.9"
"1488927860","23.1","44.0"
"1488928162","23.2","43.9"
"1488928464","23.2","44.1"
"1488928765","23.1","44.2"
"1488929066","23.1","44.2"
"1488929367","23.0","44.3"
"1488929667","23.0","44.2"
"1488929968","23.0","44.2"
"1488930571","23.0","44.2"
"1488930872","23.0","44.2"
"1488931172","23.0","44.2"
"1488931473","22.9","44.1"
"1488931775","22.9","44.2"
"1488932076","22.9","44.3"
"1488932376","22.9","44.2"
"1488932677","22.9","44.2"
"1488932978","22.8","44.1"
"1488933279","22.9","44.1"
"1488933580","22.8","44.0"
"1488933881","22.9","44.3"
"1488934182","22.9","44.3"
"1488934483","22.8","44.2"
"1488934784","22.8","44.1"
"1488935085","22.8","44.1"
"1488935385","22.8","44.2"
"1488935686","22.8","44.3"
"1488935987","22.8","44.2"
"1488936287","22.8","44.3"
"1488936589","22.8","44.2"
"1488936889","22.8","44.2"
"1488937191","22.7","44.4"
"1488937491","22.7","44.4"
"1488937792","22.8","44.5"
"1488938092","22.7","44.4"
"1488938393","22.8","44.3"
"1488938694","22.7","44.3"
"1488938994","22.7","44.5"
"1488939295","22.7","44.4"
"1488939596","22.7","44.7"
"1488939896","22.7","44.7"
"1488940197","22.7","44.7"
"1488940499","22.7","44.7"
"1488940800","22.7","44.7"
"1488941100","22.7","44.8"
"1488941401","22.7","44.8"
"1488941702","22.6","44.7"
"1488942003","22.6","44.8"
"1488942304","22.6","44.7"
"1488942605","22.6","44.7"
"1488942905","22.6","44.8"
"1488943207","22.6","44.9"
"1488943509","22.6","44.9"
"1488943810","22.5","45.0"
"1488944110","22.5","45.0"
"1488944411","22.6","45.1"
"1488944712","22.5","45.1"
"1488945013","22.5","45.1"
"1488945313","22.5","45.1"
"1488945614","22.5","44.9"
"1488945915","22.5","44.9"
"1488946215","22.5","45.0"
"1488946516","22.5","45.1"
"1488946817","22.5","45.1"
"1488947118","22.5","45.1"
"1488947418","22.5","45.0"
"1488947719","22.5","45.0"
"1488948020","22.5","45.0"
"1488948322","22.5","45.1"
"1488948622","22.4","45.0"
"1488948923","22.4","45.0"
"1488949225","22.5","44.9"
"1488949525","22.5","44.9"
"1488949826","22.4","44.9"
"1488950127","22.4","45.0"
"1488950427","22.4","45.1"
"1488950728","22.4","45.0"
"1488951028","22.4","45.0"
"1488951329","22.4","45.0"
"1488951630","22.4","44.9"
"1488951930","22.4","45.0"
"1488952231","22.4","45.0"
"1488952531","22.4","45.1"
"1488952832","22.4","45.1"
"1488953133","22.4","45.0"
"1488953434","22.4","45.2"
"1488953734","22.3","45.1"
"1488954035","22.4","45.0"
"1488954335","22.4","45.0"
"1488954636","22.4","44.9"
"1488954937","22.4","44.9"
"1488955238","22.4","44.9"
"1488955538","22.4","45.0"
"1488955839","22.4","44.9"
"1488956140","22.4","45.0"
"1488956440","22.4","44.9"
"1488956741","22.4","44.8"
"1488957042","22.4","44.9"
"1488957343","22.4","45.1"
"1488957644","22.3","45.0"
"1488957944","22.4","45.1"
"1488958245","22.4","45.2"
"1488958545","22.4","45.2"
"1488958847","22.4","45.2"
"1488959147","22.4","45.3"
"1488959448","22.4","45.1"
"1488959749","22.4","44.7"
"1488960049","22.4","44.7"
"1488960350","22.4","44.6"
"1488960651","22.5","45.5"
"1488960952","22.5","45.5"
"1488961252","22.6","45.6"
"1488961553","22.6","45.7"
"1488961854","22.6","45.5"
"1488962155","22.6","45.5"
"1488962456","22.6","45.5"
"1488963059","22.6","45.2"
"1488963359","22.6","45.2"
"1488963660","22.7","45.2"
"1488963961","22.6","45.3"
"1488964262","22.6","45.3"
"1488964563","22.6","45.3"
"1488964863","22.5","45.2"
"1488965164","22.6","45.2"
"1488965465","22.6","45.2"
"1488965765","22.6","45.3"
"1488966066","22.6","45.2"
"1488966368","22.6","45.3"
"1488966668","22.6","45.3"
"1488966969","22.6","45.4"
"1488967270","22.6","45.4"
"1488967572","22.5","45.4"
"1488967873","22.6","45.5"
"1488968174","22.5","45.4"
"1488968474","22.6","45.5"
"1488968775","22.6","45.5"
"1488969076","22.6","45.4"
"1488969377","22.6","45.4"
"1488969678","22.6","45.2"
"1488969978","22.6","45.2"
"1488970279","22.6","45.2"
"1488970581","22.6","45.2"
"1488970882","22.6","45.2"
"1488971184","22.6","45.1"
"1488971485","22.6","45.0"
"1488971785","22.6","45.1"
"1488972086","22.7","45.2"
"1488972387","22.7","45.1"
"1488972688","22.6","45.0"
"1488972989","22.7","45.1"
"1488973290","22.7","45.0"
"1488973591","22.7","45.0"
"1488973891","22.7","45.0"
"1488974192","22.7","45.1"
"1488974493","22.6","45.2"
"1488974793","22.7","45.1"
"1488975094","22.6","45.0"
"1488975395","22.6","45.0"
"1488975696","22.6","45.0"
"1488975997","22.6","45.0"
"1488976298","22.6","45.0"
"1488976599","22.6","45.1"
"1488976900","22.6","45.0"
"1488977200","22.6","45.0"
"1488977501","22.6","45.0"
"1488977802","22.6","45.0"
"1488978103","22.6","45.0"
"1488978403","22.6","45.0"
"1488978704","22.6","45.0"
"1488979004","22.6","45.0"
"1488979305","22.6","45.0"
"1488979607","22.6","44.9"
"1488979907","22.6","44.8"
"1488980208","22.6","44.8"
"1488980509","22.6","44.8"
"1488980810","22.7","44.7"
"1488981111","22.6","44.6"
"1488981411","22.6","44.7"
"1488981712","22.6","44.6"
"1488982013","22.6","44.6"
"1488982314","22.6","44.6"
"1488982614","22.6","44.6"
"1488982915","22.6","44.6"
"1488983216","22.6","44.6"
"1488983517","22.5","44.6"
"1488983817","22.6","44.6"
"1488984118","22.6","44.6"
"1488984418","22.6","44.6"
"1488984719","22.6","44.7"
"1488985021","22.5","44.6"
"1488985322","22.5","44.6"
"1488985623","22.6","44.5"
"1488985924","22.6","44.5"
"1488986226","22.5","44.5"
"1488986527","22.5","44.5"
"1488986828","22.5","44.5"
"1488987130","22.5","44.5"
"1488987430","22.5","44.5"
"1488987731","22.5","44.4"
"1488988032","22.5","44.3"
"1488988333","22.6","44.3"
"1488988633","22.5","44.2"
"1488988935","22.5","44.2"
"1488989235","22.5","44.2"
"1488989536","22.6","44.2"
"1488989836","22.5","44.0"
"1488990137","22.5","44.1"
"1488990438","22.5","44.2"
"1488990738","22.5","44.4"
"1488991342","22.5","44.4"
"1488991642","22.4","44.3"
"1488991943","22.4","44.1"
"1488992245","22.4","44.1"
"1488992545","22.4","44.1"
"1488992846","22.4","44.2"
"1488993147","22.4","44.2"
"1488993448","22.4","44.2"
"1488993749","22.4","44.2"
"1488994049","22.6","43.9"
"1488994350","22.5","44.1"
"1488994650","22.4","44.0"
"1488994953","22.4","43.7"
"1488995254","22.4","43.6"
"1488995556","22.4","43.6"
"1488995857","22.5","43.5"
"1488996158","22.5","43.3"
"1488996461","22.5","43.1"
"1488996762","22.5","42.9"
"1488997063","22.5","42.8"
"1488997364","22.5","42.8"
"1488997665","22.5","42.8"
"1488997966","22.6","42.4"
"1488998267","22.6","42.4"
"1488998568","22.5","42.4"
"1488998868","22.6","42.2"
"1488999170","22.6","42.3"
"1488999776","22.7","42.3"
"1489000076","22.7","42.3"
"1489000379","22.6","41.9"
"1489000681","22.6","41.8"
"1489000981","22.6","41.8"
"1489001283","22.6","41.7"
"1489001584","22.6","42.0"
"1489001885","22.6","42.0"
"1489002186","22.6","42.0"
"1489002487","22.8","40.7"
"1489002787","22.8","40.7"
"1489003088","23.0","40.0"
"1489003995","23.3","39.8"
"1489004599","23.5","39.4"
"1489004901","23.6","39.2"
"1489005202","23.6","39.2"
"1489005503","24.4","39.5"
"1489005804","23.8","39.0"
"1489006105","23.8","38.8"
"1489006405","23.8","38.8"
"1489007008","23.8","38.6"
"1489007309","23.8","38.4"
"1489007911","23.9","38.2"
"1489008212","23.9","38.0"
"1489008814","23.8","37.7"
"1489009115","23.8","37.6"
"1489009417","23.6","37.8"
"1489009717","23.6","37.8"
"1489010019","23.5","37.8"
"1489010319","23.5","37.8"
"1489010620","23.6","37.7"
"1489010922","23.5","37.8"
"1489011222","23.5","37.8"
"1489011524","23.6","37.7"
"1489011825","23.1","32.5"
"1489012429","22.0","33.4"
"1489013032","22.9","37.0"
"1489013332","22.9","37.0"
"1489013633","22.9","37.1"
"1489013934","22.9","37.2"
"1489014235","22.9","37.2"
"1489014536","22.9","37.3"
"1489014838","22.9","37.4"
"1489015138","22.9","37.4"
"1489015439","22.9","37.5"
"1489015740","22.8","37.4"
"1489016040","22.9","37.5"
"1489016342","22.8","37.4"
"1489016643","22.8","37.5"
"1489016945","22.8","37.5"
"1489017245","22.8","37.6"
"1489017546","22.8","37.5"
"1489017847","22.8","37.6"
"1489018148","22.7","37.7"
"1489018449","22.7","37.7"
"1489018749","22.7","37.7"
"1489019050","22.7","37.7"
"1489019351","22.7","37.8"
"1489019652","22.7","37.7"
"1489019952","22.7","37.6"
"1489020253","22.7","37.7"
"1489020553","22.7","37.6"
"1489020855","22.6","37.7"
"1489021156","22.6","37.7"
"1489021457","22.6","37.6"
"1489021757","22.6","37.6"
"1489022058","22.6","37.7"
"1489022359","22.6","37.7"
"1489022962","22.5","37.8"
"1489023263","22.5","37.8"
"1489023564","22.6","37.9"
"1489023865","22.5","37.9"
"1489024167","22.6","38.0"
"1489024468","22.5","38.0"
"1489024769","22.5","38.0"
"1489025071","22.5","38.1"
"1489025371","22.5","38.1"
"1489025672","22.5","38.3"
"1489025973","22.5","38.3"
"1489026274","22.5","38.2"
"1489026574","22.5","38.2"
"1489026876","22.5","38.4"
"1489027177","22.5","38.4"
"1489027478","22.4","38.4"
"1489027779","22.4","38.4"
"1489028080","22.5","38.4"
"1489028380","22.4","38.3"
"1489028681","22.4","38.4"
"1489028982","22.4","38.4"
"1489029283","22.4","38.4"
"1489029583","22.4","38.5"
"1489029884","22.4","38.5"
"1489030184","22.4","38.6"
"1489030485","22.4","38.5"
"1489030786","22.4","38.6"
"1489031088","22.3","38.5"
"1489031388","22.3","38.5"
"1489031689","22.4","38.8"
"1489031990","22.4","38.9"
"1489032292","22.3","39.0"
"1489032592","22.3","37.9"
"1489032893","22.3","38.7"
"1489033495","22.3","38.7"
"1489033796","22.3","38.6"
"1489034097","22.3","38.6"
"1489034397","22.3","38.5"
"1489034698","22.3","38.5"
"1489034998","22.3","38.5"
"1489035299","22.3","38.6"
"1489035600","22.3","38.5"
"1489035901","22.3","38.5"
"1489036202","22.3","38.5"
"1489036502","22.3","38.5"
"1489036803","22.3","38.5"
"1489037105","22.2","38.5"
"1489037708","22.3","38.5"
"1489038008","22.3","38.5"
"1489038309","22.2","38.6"
"1489038610","22.2","38.6"
"1489038910","22.2","38.7"
"1489039212","22.2","38.7"
"1489039513","22.2","38.7"
"1489039814","22.2","37.8"
"1489040114","22.2","38.6"
"1489040416","22.2","38.7"
"1489040716","22.1","38.6"
"1489041018","22.2","38.5"
"1489041319","22.1","38.5"
"1489041620","22.1","38.4"
"1489041920","22.2","38.4"
"1489042221","22.1","38.5"
"1489042523","22.1","38.4"
"1489042824","22.1","38.4"
"1489043125","22.1","38.4"
"1489043425","22.1","38.5"
"1489043726","22.1","38.6"
"1489044027","22.1","38.6"
"1489044327","22.1","38.5"
"1489044628","22.1","38.6"
"1489044928","22.1","38.7"
"1489045230","22.1","38.5"
"1489045531","22.1","38.5"
"1489045832","22.1","38.5"
"1489046133","22.1","38.5"
"1489046433","22.1","38.6"
"1489046735","22.1","38.5"
"1489047035","22.1","38.5"
"1489047336","22.1","38.2"
"1489047638","22.1","39.4"
"1489047938","22.1","39.3"
"1489048239","22.2","39.4"
"1489048540","22.2","39.4"
"1489048840","22.3","39.5"
"1489049141","22.3","39.3"
"1489049442","22.3","39.3"
"1489049743","22.2","39.5"
"1489050346","22.1","39.3"
"1489050646","22.2","39.4"
"1489050947","22.1","39.3"
"1489051247","22.2","39.2"
"1489051548","22.2","39.3"
"1489051849","22.2","39.3"
"1489052151","22.1","39.1"
"1489052452","22.1","39.1"
"1489052752","22.2","39.0"
"1489053053","22.2","39.1"
"1489053354","22.2","39.1"
"1489053655","22.1","38.9"
"1489053956","22.2","38.9"
"1489054256","22.2","39.1"
"1489054557","22.1","39.2"
"1489054858","22.1","39.1"
"1489055159","22.1","39.1"
"1489055459","22.1","39.2"
"1489055760","22.2","39.1"
"1489056060","22.1","39.3"
"1489056361","22.1","39.0"
"1489056662","22.1","39.0"
"1489056963","22.1","39.0"
"1489057263","22.1","38.9"
"1489057564","22.1","39.0"
"1489057864","22.1","39.0"
"1489058165","22.1","39.0"
"1489058466","22.1","39.0"
"1489058766","22.0","38.9"
"1489059067","22.0","39.0"
"1489059368","22.1","38.9"
"1489059669","22.1","38.9"
"1489059969","22.1","38.9"
"1489060270","22.1","38.9"
"1489060570","22.1","38.9"
"1489060871","22.0","38.9"
"1489061172","22.1","39.0"
"1489061472","22.1","39.0"
"1489061774","22.0","39.2"
"1489062074","22.0","39.2"
"1489062376","22.0","39.1"
"1489062979","22.0","39.1"
"1489063279","22.1","39.1"
"1489063580","22.1","39.1"
"1489063881","22.0","39.0"
"1489064182","22.0","39.1"
"1489064483","22.0","39.1"
"1489064783","22.0","39.1"
"1489065084","22.0","39.1"
"1489065385","22.0","39.2"
"1489065685","22.1","39.2"
"1489065986","22.0","39.1"
"1489066286","22.1","39.1"
"1489066587","22.1","39.1"
"1489066888","22.0","39.1"
"1489067189","22.0","39.0"
"1489067490","22.0","39.2"
"1489067791","22.0","39.1"
"1489068696","22.0","39.2"
"1489068997","22.0","39.1"
"1489069297","22.0","39.1"
"1489069598","22.0","39.1"
"1489069899","22.0","39.1"
"1489070199","22.1","38.9"
"1489070500","22.1","38.9"
"1489070800","22.0","39.0"
"1489071101","22.0","39.1"
"1489071402","22.0","39.2"
"1489071702","22.0","39.0"
"1489072003","22.0","39.0"
"1489072304","22.0","39.0"
"1489072605","22.0","39.1"
"1489072906","22.0","39.1"
"1489073207","22.0","39.1"
"1489073508","22.0","39.1"
"1489073808","22.0","39.0"
"1489074109","22.0","39.0"
"1489074410","22.0","38.9"
"1489074711","22.0","38.9"
"1489075011","22.0","39.0"
"1489075312","22.0","38.9"
"1489075613","22.0","39.0"
"1489075913","22.0","39.0"
"1489076215","21.9","38.7"
"1489076516","22.0","38.9"
"1489076818","22.0","39.0"
"1489077118","21.9","38.9"
"1489077419","22.0","38.8"
"1489077720","22.0","38.8"
"1489078022","22.0","38.7"
"1489078323","22.0","38.8"
"1489078624","22.0","38.8"
"1489078925","22.0","38.8"
"1489079226","22.0","39.0"
"1489079526","21.9","38.9"
"1489079827","22.2","38.5"
"1489080128","22.0","38.9"
"1489080429","22.0","39.1"
"1489080730","22.0","39.2"
"1489081031","21.9","39.1"
"1489081332","22.0","39.1"
"1489081633","22.1","39.2"
"1489081934","22.0","39.1"
"1489082234","22.1","39.2"
"1489082535","22.1","39.0"
"1489082835","22.0","39.2"
"1489083136","22.0","39.3"
"1489083437","22.0","39.2"
"1489083737","22.0","39.3"
"1489084038","22.0","39.2"
"1489084338","22.0","39.3"
"1489084639","22.0","39.2"
"1489084940","21.9","39.1"
"1489085543","21.9","39.1"
"1489085843","22.0","39.2"
"1489086144","21.9","39.0"
"1489086445","21.9","39.0"
"1489086746","21.9","39.0"
"1489087046","21.9","39.0"
"1489087347","21.9","39.0"
"1489087648","21.9","38.6"
"1489087949","21.9","38.9"
"1489088249","21.9","38.9"
"1489088551","21.9","38.9"
"1489088851","21.9","38.9"
"1489089152","22.0","38.8"
"1489089453","22.0","38.8"
"1489089754","21.9","38.9"
"1489090055","22.0","39.0"
"1489090356","22.0","39.1"
"1489090656","22.0","39.2"
"1489091561","22.1","39.6"
"1489091862","22.1","39.9"
"1489092163","22.1","40.0"
"1489092465","22.0","40.2"
"1489092766","22.0","40.2"
"1489093066","22.1","40.4"
"1489093368","22.1","40.3"
"1489093668","22.1","40.2"
"1489093970","22.0","40.3"
"1489094271","22.1","40.3"
"1489094572","22.0","40.5"
"1489094874","22.1","40.4"
"1489095174","22.1","40.4"
"1489095476","22.1","40.5"
"1489095777","22.1","40.5"
"1489096078","22.1","40.3"
"1489096380","22.1","40.4"
"1489096682","22.1","40.3"
"1489096982","22.2","40.4"
"1489097283","22.2","40.2"
"1489097584","22.1","40.3"
"1489097885","22.1","40.4"
"1489098186","22.1","40.4"
"1489098488","22.1","40.3"
"1489098788","22.1","40.3"
"1489099089","22.2","40.1"
"1489099390","22.2","40.0"
"1489099691","22.1","40.2"
"1489099991","22.1","40.1"
"1489100293","22.1","40.3"
"1489100593","22.1","40.3"
"1489100894","22.2","40.3"
"1489101195","22.2","40.3"
"1489101496","22.2","40.3"
"1489101797","22.2","40.3"
"1489102098","22.2","40.2"
"1489102398","22.2","40.3"
"1489102699","22.1","40.4"
"1489103000","22.2","40.4"
"1489103301","22.1","40.4"
"1489103603","22.2","40.4"
"1489103904","21.2","37.7"
"1489104205","21.2","37.8"
"1489104506","20.7","38.4"
"1489104806","21.2","40.0"
"1489105108","21.7","39.8"
"1489105408","21.7","39.8"
"1489105709","21.8","39.5"
"1489106010","21.7","39.7"
"1489106310","21.7","39.7"
"1489106611","21.7","39.8"
"1489106913","21.8","39.9"
"1489107213","21.7","39.8"
"1489107515","21.8","40.0"
"1489107815","21.7","39.9"
"1489108116","21.8","40.0"
"1489108418","21.8","40.0"
"1489108718","21.8","40.0"
"1489109019","21.8","40.0"
"1489109319","21.8","40.0"
"1489109620","21.7","40.0"
"1489109921","21.8","40.0"
"1489110222","21.7","39.9"
"1489110522","21.7","39.9"
"1489110823","21.7","39.9"
"1489111124","21.7","39.9"
"1489111425","21.7","39.8"
"1489111727","21.7","39.8"
"1489112028","21.7","39.8"
